Comunidad Autónoma,Municipio_ZBE,Distintivo_vehículo,Tipo_vehículo,Peso_vehículo,Perfil_vehículo,Acceso_ZBE,Días_acceso,Horario_acceso,Comentario/Observación,URL_ordenanza,Vigencia_ordenanza
Galicia,Pontevedra,ECO,furgoneta,hasta_3500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,hasta_3500,transporte-funerario,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,hasta_3500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,hasta_3500,transporte-publico,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,hasta_3500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,hasta_3500,vehiculo-historico,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,particular,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,residente,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,invitado-residente,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,movilidad-reducida,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,paciente-medico,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,vtc,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,taxi,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,empresa,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,obras,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,transporte-funerario,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,transporte-publico,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,3500_a_7500,vehiculo-historico,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,particular,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,residente,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,invitado-residente,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,movilidad-reducida,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,paciente-medico,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,vtc,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,taxi,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,empresa,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,obras,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,transporte-funerario,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,transporte-publico,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,ECO,furgoneta,mas_7500,vehiculo-historico,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,residente,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,invitado-residente,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,movilidad-reducida,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,paciente-medico,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,vehiculo-historico,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,obras,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,empresa,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,particular,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,ECO,moto,hasta_3500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,particular,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,residente,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,invitado-residente,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,movilidad-reducida,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,paciente-medico,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,taxi,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,transporte-funerario,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,vehiculo-historico,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,obras,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,vtc,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,empresa,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,ECO,turismo,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,transporte-publico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,hasta_3500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,transporte-publico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,3500_a_7500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,transporte-publico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,autobus,mas_7500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,obras,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,hasta_3500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,obras,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,3500_a_7500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,obras,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,camion,mas_7500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,residente,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,invitado-residente,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,movilidad-reducida,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,paciente-medico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,vtc,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,taxi,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,obras,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,transporte-funerario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,transporte-publico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,hasta_3500,vehiculo-historico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,residente,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,invitado-residente,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,movilidad-reducida,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,paciente-medico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,vtc,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,taxi,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,obras,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,transporte-funerario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,transporte-publico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,3500_a_7500,vehiculo-historico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,residente,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,invitado-residente,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,movilidad-reducida,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,paciente-medico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,vtc,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,taxi,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,obras,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,transporte-funerario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,transporte-publico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,furgoneta,mas_7500,vehiculo-historico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,residente,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,invitado-residente,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,movilidad-reducida,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,paciente-medico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,vehiculo-historico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,obras,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,moto,hasta_3500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,particular,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,residente,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,garaje-propio,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,invitado-residente,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,movilidad-reducida,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,paciente-medico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,menor-escolar,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,taxi,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,carga-descarga,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,autonomo,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,mudanza,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,autoescuela,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,transporte-sanitario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,transporte-funerario,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,servicio-municipal,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,vehiculo-historico,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,obras,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,vtc,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,empresa,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,especiales-emergencia,LIBRE,,,,,
Galicia,Pontevedra,SIN DISTINTIVO,turismo,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,particular,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,garaje-propio,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,menor-escolar,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,empresa,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,autonomo,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,mudanza,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,autoescuela,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,especiales-emergencia,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,transporte-publico,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,hasta_3500,servicio-municipal,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,3500_a_7500,particular,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,3500_a_7500,garaje-propio,LIBRE,,,,,
Castilla y León,Salamanca,0,autobus,3500_a_7500,menor-escolar,LIBRE,,,,,
