Comunidad Autónoma,Municipio_ZBE,Distintivo_vehículo,Tipo_vehículo,Peso_vehículo,Perfil_vehículo,Acceso_ZBE,Días_acceso,Horario_acceso,Comentario/Observación,URL_ordenanza,Vigencia_ordenanza
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,transporte-sanitario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,transporte-funerario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,transporte-publico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,3500_a_7500,vehiculo-historico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,invitado-residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,movilidad-reducida,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,paciente-medico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,vtc,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,taxi,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,transporte-sanitario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,transporte-funerario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,transporte-publico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,furgoneta,mas_7500,vehiculo-historico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,invitado-residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,movilidad-reducida,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,paciente-medico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,vehiculo-historico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,moto,hasta_3500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,invitado-residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,movilidad-reducida,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,paciente-medico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,taxi,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,transporte-sanitario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,transporte-funerario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,vehiculo-historico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,vtc,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,0,turismo,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,transporte-publico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,hasta_3500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,transporte-publico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,3500_a_7500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,transporte-publico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,autobus,mas_7500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,transporte-sanitario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,hasta_3500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,transporte-sanitario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,3500_a_7500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,transporte-sanitario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,camion,mas_7500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,invitado-residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,movilidad-reducida,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,paciente-medico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,vtc,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,taxi,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,transporte-sanitario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,transporte-funerario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,transporte-publico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,hasta_3500,vehiculo-historico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,invitado-residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,movilidad-reducida,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,paciente-medico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,vtc,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,taxi,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,transporte-sanitario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,transporte-funerario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,transporte-publico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,3500_a_7500,vehiculo-historico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,invitado-residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,movilidad-reducida,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,paciente-medico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,vtc,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,taxi,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,transporte-sanitario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,transporte-funerario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,transporte-publico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,furgoneta,mas_7500,vehiculo-historico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,invitado-residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,movilidad-reducida,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,paciente-medico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,vehiculo-historico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,moto,hasta_3500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,invitado-residente,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,movilidad-reducida,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,paciente-medico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,taxi,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,carga-descarga,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,transporte-sanitario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,transporte-funerario,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,servicio-municipal,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,vehiculo-historico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,obras,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,vtc,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,B,turismo,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,particular,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,garaje-propio,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,menor-escolar,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,empresa,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,autonomo,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,mudanza,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,autoescuela,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,especiales-emergencia,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,transporte-publico,LIBRE,,,,,
Ciudad Autónoma de Ceuta,Ceuta,C,autobus,hasta_3500,servicio-municipal,LIBRE,,,,,
